StateAbbr,CountyName,TractFIPS,CHD_CrudePrev,CHD_Crude95CI
TX,Tarrant,48439113925,4.9,"( 4.3,  5.5)"
TX,Tarrant,48439113930,3.4,"( 3.0,  3.8)"
TX,Tarrant,48439113931,2.7,"( 2.4,  3.1)"
TX,Tarrant,48439113932,3.6,"( 3.2,  4.1)"
TX,Tarrant,48439113933,3.6,"( 3.1,  4.1)"
TX,Tarrant,48439113934,4.3,"( 3.8,  4.9)"
TX,Tarrant,48439113935,3.5,"( 3.1,  4.0)"
TX,Tarrant,48439113936,3.3,"( 2.9,  3.7)"
TX,Tarrant,48439113938,3.4,"( 3.0,  3.8)"
TX,Tarrant,48439113939,3.4,"( 3.0,  3.9)"
TX,Tarrant,48439113940,3.3,"( 2.9,  3.7)"
TX,Tarrant,48439113941,2.9,"( 2.6,  3.3)"
TX,Tarrant,48439113942,3.2,"( 2.8,  3.6)"
TX,Tarrant,48439113943,3.1,"( 2.7,  3.5)"
TX,Tarrant,48439113944,3.7,"( 3.2,  4.2)"
TX,Tarrant,48439113945,3.3,"( 2.9,  3.9)"
TX,Tarrant,48439113946,3.6,"( 3.2,  4.1)"
TX,Tarrant,48439113947,3.6,"( 3.2,  4.2)"
TX,Tarrant,48439113948,3.7,"( 3.3,  4.2)"
TX,Tarrant,48439113949,3.6,"( 3.2,  4.1)"
TX,Tarrant,48439113950,3.9,"( 3.4,  4.4)"
TX,Tarrant,48439113951,6.6,"( 5.6,  7.7)"
TX,Tarrant,48439113952,5.3,"( 4.6,  6.1)"
TX,Tarrant,48439113953,4.3,"( 3.7,  4.8)"
TX,Tarrant,48439113954,5.1,"( 4.4,  5.8)"
TX,Tarrant,48439113955,4.3,"( 3.7,  4.9)"
TX,Tarrant,48439113956,4.1,"( 3.6,  4.8)"
TX,Tarrant,48439113957,3.6,"( 3.1,  4.1)"
TX,Tarrant,48439113958,4.8,"( 4.1,  5.7)"
TX,Tarrant,48439114003,4.7,"( 4.2,  5.3)"
TX,Tarrant,48439114006,6.0,"( 5.2,  6.7)"
TX,Tarrant,48439114009,4.0,"( 3.5,  4.4)"
TX,Tarrant,48439114010,3.5,"( 3.1,  3.9)"
TX,Tarrant,48439114011,3.8,"( 3.4,  4.3)"
TX,Tarrant,48439114012,3.1,"( 2.7,  3.5)"
TX,Tarrant,48439114013,3.2,"( 2.8,  3.6)"
TX,Tarrant,48439114014,4.9,"( 4.3,  5.5)"
TX,Tarrant,48439114015,3.9,"( 3.5,  4.4)"
TX,Tarrant,48439114105,4.9,"( 4.3,  5.5)"
TX,Tarrant,48439114106,4.0,"( 3.6,  4.6)"
TX,Tarrant,48439114107,4.9,"( 4.3,  5.6)"
TX,Tarrant,48439114108,6.2,"( 5.4,  7.0)"
TX,Tarrant,48439114109,3.1,"( 2.8,  3.5)"
TX,Tarrant,48439114110,3.5,"( 3.1,  3.9)"
TX,Tarrant,48439114111,5.1,"( 4.5,  5.8)"
TX,Tarrant,48439114112,3.8,"( 3.3,  4.3)"
TX,Tarrant,48439114113,2.4,"( 2.1,  2.7)"
TX,Tarrant,48439114203,6.7,"( 6.0,  7.5)"
TX,Tarrant,48439114204,6.4,"( 5.6,  7.3)"
TX,Tarrant,48439114205,8.2,"( 7.1,  9.4)"
TX,Tarrant,48439114206,7.1,"( 6.3,  8.0)"
TX,Tarrant,48439114207,4.9,"( 4.4,  5.5)"
TX,Tarrant,48439121605,7.1,"( 6.1,  8.2)"
TX,Tarrant,48439121606,5.6,"( 4.9,  6.4)"
TX,Tarrant,48439121608,6.3,"( 5.5,  7.2)"
TX,Tarrant,48439121609,5.7,"( 5.0,  6.5)"
TX,Tarrant,48439121610,6.4,"( 5.5,  7.2)"
TX,Tarrant,48439121611,5.0,"( 4.4,  5.7)"
TX,Tarrant,48439121612,6.0,"( 5.1,  6.8)"
TX,Tarrant,48439121613,5.5,"( 4.7,  6.2)"
TX,Tarrant,48439121614,5.7,"( 5.2,  6.4)"
TX,Tarrant,48439121615,6.4,"( 5.6,  7.2)"
TX,Tarrant,48439121702,5.1,"( 4.5,  5.7)"
TX,Tarrant,48439121703,5.6,"( 5.0,  6.2)"
TX,Tarrant,48439121704,7.4,"( 6.5,  8.2)"
TX,Tarrant,48439121904,5.3,"( 4.7,  5.9)"
TX,Tarrant,48439121905,6.4,"( 5.7,  7.1)"
TX,Tarrant,48439121906,6.0,"( 5.4,  6.6)"
TX,Tarrant,48439121907,4.9,"( 4.3,  5.5)"
TX,Tarrant,48439121908,4.8,"( 4.2,  5.3)"
TX,Tarrant,48439122001,5.9,"( 5.2,  6.6)"
TX,Tarrant,48439122002,5.5,"( 4.9,  6.2)"
