StateAbbr,CountyName,TractFIPS,CHD_CrudePrev,CHD_Crude95CI
TX,Harris,48201321200,7.0,"( 6.3,  7.8)"
TX,Harris,48201321301,6.0,"( 5.4,  6.7)"
TX,Harris,48201321302,6.1,"( 5.5,  6.9)"
TX,Harris,48201321401,6.6,"( 5.8,  7.6)"
TX,Harris,48201321402,5.5,"( 4.8,  6.2)"
TX,Harris,48201321500,6.6,"( 5.8,  7.5)"
TX,Harris,48201321600,5.6,"( 4.9,  6.3)"
TX,Harris,48201321700,5.4,"( 4.7,  6.1)"
TX,Harris,48201321800,6.7,"( 6.0,  7.6)"
TX,Harris,48201321900,6.6,"( 5.9,  7.3)"
TX,Harris,48201322000,5.3,"( 4.6,  6.0)"
TX,Harris,48201322100,7.3,"( 6.5,  8.2)"
TX,Harris,48201322200,6.1,"( 5.3,  7.0)"
TX,Harris,48201322600,5.4,"( 4.7,  6.0)"
TX,Harris,48201322701,5.0,"( 4.4,  5.7)"
TX,Harris,48201322702,4.8,"( 4.2,  5.5)"
TX,Harris,48201322800,6.2,"( 5.5,  6.9)"
TX,Harris,48201322900,7.0,"( 6.2,  7.8)"
TX,Harris,48201323000,8.0,"( 7.1,  8.9)"
TX,Harris,48201323100,6.5,"( 5.8,  7.2)"
TX,Harris,48201323200,6.4,"( 5.6,  7.2)"
TX,Harris,48201323300,8.5,"( 7.6,  9.5)"
TX,Harris,48201323400,5.9,"( 5.2,  6.7)"
TX,Harris,48201323500,6.3,"( 5.7,  7.0)"
TX,Harris,48201323601,8.3,"( 7.3,  9.2)"
TX,Harris,48201323602,5.4,"( 4.7,  6.1)"
TX,Harris,48201323701,6.8,"( 6.0,  7.7)"
TX,Harris,48201323702,4.8,"( 4.3,  5.4)"
TX,Harris,48201323801,6.0,"( 5.3,  6.7)"
TX,Harris,48201323802,7.4,"( 6.7,  8.2)"
TX,Harris,48201323900,8.8,"( 7.8,  9.8)"
TX,Harris,48201324000,5.4,"( 4.8,  6.1)"
